area,bathrooms,building_type,date,deal_type,department,foreign_id,id,image_urls,images,location,price,rooms,title,url
430 Mts,Más de 3 baños,Casa,2023-06-10 13:22:14.539838,Venta,Montevideo,13109532,640,https://imagenes.gallito.com/1024x768/171107225242742.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/171107225242742.jpg', 'path': 640, 'checksum': 'bb85c59e80b4c09d59b0776cf344b616', 'status': 'downloaded'}]",Ciudad Vieja,,4,A L Q U I L A D A // en // $ 220.000 // GRAN INVERSIÓN ! !,https://www.gallito.com.uy/a-l-q-u-i-l-a-d-a-en-s-220000-gran-inversion-inmuebles-13109532
300 Mts,Más de 3 baños,Casa,2023-06-10 13:22:16.522607,Venta,Montevideo,22831872,648,https://imagenes.gallito.com/1024x768/221106100844590.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/221106100844590.jpg', 'path': 648, 'checksum': '8d8b64e9ca6cdef53e96b36c6b2aa4f1', 'status': 'downloaded'}]",Centro,,4,GRAN MANSION 560m2 CONSTRUIDOS ! ! ! CONSERVADA ! ! ! VACIA,https://www.gallito.com.uy/gran-mansion-560m2-construidos-conservada-vacia-inmuebles-22831872
484 Mts,2 Baños,Casa,2023-06-10 13:22:16.125134,Venta,Montevideo,23401291,646,https://imagenes.gallito.com/1024x768/47204957.jpeg,"[{'url': 'https://imagenes.gallito.com/1024x768/47204957.jpeg', 'path': 646, 'checksum': '883823c2f3aed860ec2a8e9b26d1ff43', 'status': 'downloaded'}]",Punta Gorda,,3,Casa en venta de 3 dormitorios c/ cochera en Punta Gorda,https://www.gallito.com.uy/casa-en-venta-de-3-dormitorios-c-cochera-en-punta-gorda-inmuebles-23401291
130 Has.,1 Baños,Casa,2023-06-10 13:22:16.491916,Venta,Montevideo,23613098,647,https://imagenes.gallito.com/1024x768/230414150218880.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230414150218880.jpg', 'path': 647, 'checksum': 'ba640815092f43ce65b956a03c1743a1', 'status': 'downloaded'}]",Union,,3,Excelente casa de 3 dormitorios en barrio union,https://www.gallito.com.uy/excelente-casa-de-3-dormitorios-en-barrio-union-inmuebles-23613098
130 Mts,1 Baños,Casa,2023-06-10 13:22:15.990869,Venta,Montevideo,23531561,644,https://imagenes.gallito.com/1024x768/47827838.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47827838.jpg', 'path': 644, 'checksum': 'd37ee7f2bc412ab71184b78a00a8d36a', 'status': 'downloaded'}]",Belvedere,,3,Casa en venta 3 dormitorios en Belvedere c/garage,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-en-belvedere-cgarage-inmuebles-23531561
250 Mts,2 Baños,Casa,2023-06-10 13:22:16.539105,Venta,Montevideo,21335490,649,https://imagenes.gallito.com/1024x768/220218195700590.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220218195700590.jpg', 'path': 649, 'checksum': 'dea02e641fbcbf6697fc17bf649c89ca', 'status': 'downloaded'}]",Carrasco,,3,HERMOSO PADRÓN ÚNICO EN BARRIO COUNTRY ESPECIAL ! ! ! PLACER,https://www.gallito.com.uy/hermoso-padron-unico-en-barrio-country-especial-placer-inmuebles-21335490
752 Mts,2 Baños,Casa,2023-06-10 13:22:16.877161,Venta,Montevideo,23190889,652,https://imagenes.gallito.com/1024x768/46928265.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/46928265.jpg', 'path': 652, 'checksum': '0ae2891d8e0b5e9c93a81cecd4d8e004', 'status': 'downloaded'}]",Sayago,,4,"Sayago excelente propiedad, casa ideal residencial",https://www.gallito.com.uy/sayago-excelente-propiedad-casa-ideal-residencial-inmuebles-23190889
1 Mts,2 Baños,Casa,2023-06-10 13:22:16.558247,Venta,Maldonado,18371146,650,https://imagenes.gallito.com/1024x768/27047362.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/27047362.jpg', 'path': 650, 'checksum': '3e71cd68a4a78ef032baf41c243b2598', 'status': 'downloaded'}]",Manantiales,,3,"Venta apartamento en Manantiales, 3 dormitorios",https://www.gallito.com.uy/venta-apartamento-en-manantiales-3-dormitorios-inmuebles-18371146
283 Mts,3 Baños,Casa,2023-06-10 13:22:16.952795,Venta,Montevideo,21224480,653,https://imagenes.gallito.com/1024x768/220129224841510.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220129224841510.jpg', 'path': 653, 'checksum': 'a3c0408c08724cd8fc6d9fe4adfdb26b', 'status': 'downloaded'}]",Parque Batlle,,3,EN 1 PLANTA ! ! ! P. ÚNICO ! ! ! FONDO ! ! ! INTACTO ARTDECO,https://www.gallito.com.uy/en-1-planta-p-unico-fondo-intacto-artdeco-inmuebles-21224480
1 Mts,Más de 3 baños,Casa,2023-06-10 13:22:16.611530,Venta,Maldonado,19978505,651,https://imagenes.gallito.com/1024x768/47895307.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47895307.jpg', 'path': 651, 'checksum': 'afdb9668070b3d247a60f616ca249f37', 'status': 'downloaded'}]",Punta Del Este,,3,Silente Club de Mar. Casa en venta.,https://www.gallito.com.uy/silente-club-de-mar-casa-en-venta-inmuebles-19978505
712 Mts,2 Baños,Casa,2023-06-10 13:22:16.990362,Venta,Canelones,22925419,655,https://imagenes.gallito.com/1024x768/48205054.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48205054.jpg', 'path': 655, 'checksum': '717da424fdca9b0595b2998da9cf9038', 'status': 'downloaded'}]",Solymar,,3,Venta Casa de Tres Dormitorios en Solymar Sur,https://www.gallito.com.uy/venta-casa-de-tres-dormitorios-en-solymar-sur-inmuebles-22925419
